id,sku,name,brand_name,price,discount,discount_rate,rating_average,review_count,order_count,favourite_count,productset_id,seller,inventory,stock_item,seller_product_id,quantity_sold,original_price,shippable,availability,primary_category_path,product_reco_score,seller_id,thumbnail_url
193208254,9885823212445,Điện thoại Samsung Galaxy Z Flip 4 5G 256GB Tím - Hàng chính hãng,Samsung,22200000,0,0,0,0,0,0,2647,,,,212606923,,22200000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/83/7b/7f/52019992bb22ccce122a38168eb3c7b3.jpg
192036708,3849451909577,Điện Thoại OPPO A57 (4GB/128GB) - Hàng Chính Hãng,OPPO,4632000,0,0,0,0,0,0,2647,,,,253386252,,4632000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/28/67/27/a321829fbe6ea6d9467b97ed30af7cc9.jpg
188834734,7106768119505,Điện thoại Samsung A33 5G 6GB/128GB Trắng - Hàng Chính Hãng,Samsung,6371000,629000,9,0,0,0,0,2647,,,,196285515,,7000000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/42/14/1e/32c907cae8113a7916a82db325f57c5f.jpg
225260921,3347455900719,Điện thoại Samsung Galaxy S23 Plus 8GB/512GB Xanh lục - Hàng chính hãng,Samsung,22431000,5569000,20,0,0,0,0,2647,,,,225961874,,28000000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/51/16/91/03e063e55b58d3fb84dac86a97c405fb.jpg
65091422,5964494116089,"Điện thoại Oukitel WP6 (Chống va đập,chống nước,Ram 6Gb,Rom 128Gb,pin 8.000mAh) hàng chính hãng",Oukitel,6990000,0,0,5,2,0,0,58,,,,65091426,4.0,6990000,True,1,1/2/1789/1795,0,2350,https://salt.tikicdn.com/cache/280x280/ts/product/4c/83/6d/ca35900cac2183eb350d43d1a41dd816.jpg
168320000,8833539831340,Điện Thoại Xiaomi Redmi 9A (2GB/32GB)- Đã kích hoạt bảo hành điện tử- Hàng Chính Hãng - Granite Gray,Xiaomi,2088000,0,0,0,0,0,0,2647,,,,243245430,,2088000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/dd/19/da/eac3d0715381461dcc7de53d3cb77e37.jpg
225247922,5538925841588,Điện thoại Samsung Galaxy S23 Plus 8GB/512GB Đen - Hàng chính hãng,Samsung,22431000,5569000,20,0,0,0,0,2647,,,,225961868,,28000000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/59/52/87/be2889cc2c498036f162af94f75ed4cf.jpg
140163114,3507620660607,Điện thoại Oppo A55 (4GB/64GB) - Hàng chính hãng,OPPO,3912000,0,0,0,0,0,0,2647,,,,253399717,,3912000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/1f/e8/05/55dfe076f7972e4182da6ebea9e0e5a3.jpg
174649410,4037919792416,Điện Thoại OPPO A76 (6GB/128GB) - Hàng Chính Hãng,OPPO,5436000,0,0,0,0,0,0,2647,,,,253399243,,5436000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/3c/95/52/b7721ac2f2f2d65c1e8e97034c31fd45.jpg
262807197,2547964975357,Điện Thoại Realme C33 4GB/64GB - Hàng Chính Hãng,Realme,2821000,1169000,29,0,0,0,0,2647,,,,262807201,,3990000,True,1,1/2/1789/1795,0,29952,https://salt.tikicdn.com/cache/280x280/ts/product/a3/dd/2c/807e4d74b120466324c3d144223c6dac.jpg
168317790,8796324967422,Điện Thoại Xiaomi Redmi 9A (2GB/32GB)- Đã kích hoạt bảo hành điện tử- Hàng Chính Hãng - Peacock Green,Xiaomi,2088000,0,0,0,0,0,0,2647,,,,216725106,,2088000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/3f/bb/38/6f22564137fefd9ad5d5db0709258743.jpg
181699258,4164255669249,Điện thoại OPPO A16K - Hàng chính hãng,OPPO,2794000,218000,7,0,0,0,0,2647,,,,253384302,,3012000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/a3/36/63/0daaca7c84670301be523171dde41695.jpg
179591105,9729211365016,Điện Thoại Oppo A55 4GB/64GB - Hàng Chính Hãng,OPPO,3912000,0,0,0,0,0,0,2647,,,,253399284,,3912000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/3e/f6/7d/e15b964fd22d55a1413134fbe646a283.jpg
251407092,3174420230757,Điện Thoại Samsung Galaxy A34 5G (8GB/128GB) ĐKH -  Hàng Chính Hãng,Samsung,7164000,689000,9,0,0,0,0,2647,,,,262512886,,7853000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/92/f6/6c/352ce280229f9070c839ef1bf2e8dba8.png
164494879,2319282229071,Điện thoại OPPO A55 4GB/64GB Xanh - Hàng Chính Hãng,OPPO,3912000,0,0,0,0,0,0,2647,,,,253385408,,3912000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/ee/b0/98/998cacbe4e9b746dfe26c41aede8f5b4.jpg
